delta,S,nu_min
0.22,148,NA
0.22,150,NA
0.22,152,NA
0.22,154,NA
0.22,156,NA
0.22,158,NA
0.22,160,NA
0.22,162,NA
0.22,164,NA
0.22,166,NA
0.22,168,NA
0.22,170,NA
0.22,172,NA
0.22,174,NA
0.22,176,NA
0.22,178,NA
0.22,180,NA
0.22,182,NA
0.22,184,NA
0.22,186,NA
0.22,188,NA
0.22,190,NA
0.22,192,NA
0.22,194,NA
0.22,196,NA
0.22,198,NA
0.22,200,NA
0.23,2,NA
0.23,4,NA
0.23,6,NA
0.23,8,NA
0.23,10,NA
0.23,12,NA
0.23,14,NA
0.23,16,NA
0.23,18,NA
0.23,20,NA
0.23,22,NA
0.23,24,NA
0.23,26,NA
0.23,28,NA
0.23,30,NA
0.23,32,NA
0.23,34,NA
0.23,36,NA
0.23,38,NA
0.23,40,NA
0.23,42,NA
0.23,44,NA
0.23,46,NA
0.23,48,NA
0.23,50,NA
0.23,52,NA
0.23,54,NA
0.23,56,NA
0.23,58,NA
0.23,60,NA
0.23,62,NA
0.23,64,NA
0.23,66,NA
0.23,68,NA
0.23,70,NA
0.23,72,NA
0.23,74,NA
0.23,76,NA
0.23,78,NA
0.23,80,NA
0.23,82,NA
0.23,84,NA
0.23,86,NA
0.23,88,NA
0.23,90,NA
0.23,92,NA
0.23,94,NA
0.23,96,NA
0.23,98,NA
0.23,100,NA
0.23,102,NA
0.23,104,NA
0.23,106,NA
0.23,108,NA
0.23,110,NA
0.23,112,NA
0.23,114,NA
0.23,116,NA
0.23,118,NA
0.23,120,NA
0.23,122,NA
0.23,124,NA
0.23,126,NA
0.23,128,NA
0.23,130,NA
0.23,132,NA
0.23,134,NA
0.23,136,NA
0.23,138,NA
0.23,140,NA
0.23,142,NA
0.23,144,NA
0.23,146,NA
0.23,148,NA
0.23,150,NA
0.23,152,NA
0.23,154,NA
0.23,156,NA
0.23,158,NA
0.23,160,NA
0.23,162,NA
0.23,164,NA
0.23,166,NA
0.23,168,NA
0.23,170,NA
0.23,172,NA
0.23,174,NA
0.23,176,NA
0.23,178,NA
0.23,180,NA
0.23,182,NA
0.23,184,NA
0.23,186,NA
0.23,188,NA
0.23,190,NA
0.23,192,NA
0.23,194,NA
0.23,196,NA
0.23,198,NA
0.23,200,NA
0.24000000000000002,2,NA
0.24000000000000002,4,NA
0.24000000000000002,6,NA
0.24000000000000002,8,NA
0.24000000000000002,10,NA
0.24000000000000002,12,NA
0.24000000000000002,14,NA
0.24000000000000002,16,NA
0.24000000000000002,18,NA
0.24000000000000002,20,NA
0.24000000000000002,22,NA
0.24000000000000002,24,NA
0.24000000000000002,26,NA
0.24000000000000002,28,NA
0.24000000000000002,30,NA
0.24000000000000002,32,NA
0.24000000000000002,34,NA
0.24000000000000002,36,NA
0.24000000000000002,38,NA
0.24000000000000002,40,NA
0.24000000000000002,42,NA
0.24000000000000002,44,NA
0.24000000000000002,46,NA
0.24000000000000002,48,NA
0.24000000000000002,50,NA
0.24000000000000002,52,NA
0.24000000000000002,54,NA
0.24000000000000002,56,NA
0.24000000000000002,58,NA
0.24000000000000002,60,NA
0.24000000000000002,62,NA
0.24000000000000002,64,NA
0.24000000000000002,66,NA
0.24000000000000002,68,NA
0.24000000000000002,70,NA
0.24000000000000002,72,NA
0.24000000000000002,74,NA
0.24000000000000002,76,NA
0.24000000000000002,78,NA
0.24000000000000002,80,NA
0.24000000000000002,82,NA
0.24000000000000002,84,NA
0.24000000000000002,86,NA
0.24000000000000002,88,NA
0.24000000000000002,90,NA
0.24000000000000002,92,NA
0.24000000000000002,94,NA
0.24000000000000002,96,NA
0.24000000000000002,98,NA
0.24000000000000002,100,NA
0.24000000000000002,102,NA
0.24000000000000002,104,NA
0.24000000000000002,106,NA
0.24000000000000002,108,NA
0.24000000000000002,110,NA
0.24000000000000002,112,NA
0.24000000000000002,114,NA
0.24000000000000002,116,NA
0.24000000000000002,118,NA
0.24000000000000002,120,NA
0.24000000000000002,122,NA
0.24000000000000002,124,NA
0.24000000000000002,126,NA
0.24000000000000002,128,NA
0.24000000000000002,130,NA
0.24000000000000002,132,NA
0.24000000000000002,134,NA
0.24000000000000002,136,NA
0.24000000000000002,138,NA
0.24000000000000002,140,NA
0.24000000000000002,142,NA
0.24000000000000002,144,NA
0.24000000000000002,146,NA
0.24000000000000002,148,NA
0.24000000000000002,150,NA
0.24000000000000002,152,NA
0.24000000000000002,154,NA
0.24000000000000002,156,NA
0.24000000000000002,158,NA
0.24000000000000002,160,NA
0.24000000000000002,162,NA
0.24000000000000002,164,NA
0.24000000000000002,166,NA
0.24000000000000002,168,NA
0.24000000000000002,170,NA
0.24000000000000002,172,NA
0.24000000000000002,174,NA
0.24000000000000002,176,NA
0.24000000000000002,178,NA
0.24000000000000002,180,NA
0.24000000000000002,182,NA
0.24000000000000002,184,NA
0.24000000000000002,186,NA
0.24000000000000002,188,NA
0.24000000000000002,190,NA
0.24000000000000002,192,NA
0.24000000000000002,194,NA
0.24000000000000002,196,NA
0.24000000000000002,198,NA
0.24000000000000002,200,NA
0.25,2,NA
0.25,4,NA
0.25,6,NA
0.25,8,NA
0.25,10,NA
0.25,12,NA
0.25,14,NA
0.25,16,NA
0.25,18,NA
0.25,20,NA
0.25,22,NA
0.25,24,NA
0.25,26,NA
0.25,28,NA
0.25,30,NA
0.25,32,NA
0.25,34,NA
0.25,36,NA
0.25,38,NA
0.25,40,NA
0.25,42,NA
0.25,44,NA
0.25,46,NA
0.25,48,NA
0.25,50,NA
0.25,52,NA
0.25,54,NA
0.25,56,NA
0.25,58,NA
0.25,60,NA
0.25,62,NA
0.25,64,NA
0.25,66,NA
0.25,68,NA
0.25,70,NA
0.25,72,NA
0.25,74,NA
0.25,76,NA
0.25,78,NA
0.25,80,NA
0.25,82,NA
0.25,84,NA
0.25,86,NA
0.25,88,NA
0.25,90,NA
0.25,92,NA
0.25,94,NA
0.25,96,NA
0.25,98,NA
0.25,100,NA
0.25,102,NA
0.25,104,NA
0.25,106,NA
0.25,108,NA
0.25,110,NA
0.25,112,NA
0.25,114,NA
0.25,116,NA
0.25,118,NA
0.25,120,NA
0.25,122,NA
0.25,124,NA
0.25,126,NA
0.25,128,NA
0.25,130,NA
0.25,132,NA
0.25,134,NA
0.25,136,NA
0.25,138,NA
0.25,140,NA
0.25,142,NA
0.25,144,NA
0.25,146,NA
0.25,148,NA
0.25,150,NA
0.25,152,NA
0.25,154,NA
0.25,156,NA
0.25,158,NA
0.25,160,NA
0.25,162,NA
0.25,164,NA
0.25,166,NA
0.25,168,NA
0.25,170,NA
0.25,172,NA
0.25,174,NA
0.25,176,NA
0.25,178,NA
0.25,180,NA
0.25,182,NA
0.25,184,NA
0.25,186,NA
0.25,188,NA
0.25,190,NA
0.25,192,NA
0.25,194,NA
0.25,196,NA
0.25,198,NA
0.25,200,NA
0.26,2,NA
0.26,4,NA
0.26,6,NA
0.26,8,NA
0.26,10,NA
0.26,12,NA
0.26,14,NA
0.26,16,NA
0.26,18,NA
0.26,20,NA
0.26,22,NA
0.26,24,NA
0.26,26,NA
0.26,28,NA
0.26,30,NA
0.26,32,NA
0.26,34,NA
0.26,36,NA
0.26,38,NA
0.26,40,NA
0.26,42,NA
0.26,44,NA
0.26,46,NA
0.26,48,NA
0.26,50,NA
0.26,52,NA
0.26,54,NA
0.26,56,NA
0.26,58,NA
0.26,60,NA
0.26,62,NA
0.26,64,NA
0.26,66,NA
0.26,68,NA
0.26,70,NA
0.26,72,NA
0.26,74,NA
0.26,76,NA
0.26,78,NA
0.26,80,NA
0.26,82,NA
0.26,84,NA
0.26,86,NA
0.26,88,NA
0.26,90,NA
0.26,92,NA
0.26,94,NA
0.26,96,NA
0.26,98,NA
0.26,100,NA
0.26,102,NA
0.26,104,NA
0.26,106,NA
0.26,108,NA
0.26,110,NA
0.26,112,NA
0.26,114,NA
0.26,116,NA
0.26,118,NA
0.26,120,NA
0.26,122,NA
0.26,124,NA
0.26,126,NA
0.26,128,NA
0.26,130,NA
0.26,132,NA
0.26,134,NA
0.26,136,NA
0.26,138,NA
0.26,140,NA
0.26,142,NA
0.26,144,NA
0.26,146,NA
0.26,148,NA
0.26,150,NA
0.26,152,NA
0.26,154,NA
0.26,156,NA
0.26,158,NA
0.26,160,NA
0.26,162,NA
0.26,164,NA
0.26,166,NA
0.26,168,NA
0.26,170,NA
0.26,172,NA
0.26,174,NA
0.26,176,NA
0.26,178,NA
0.26,180,NA
0.26,182,NA
0.26,184,NA
0.26,186,NA
0.26,188,NA
0.26,190,NA
0.26,192,NA
0.26,194,NA
0.26,196,NA
0.26,198,NA
0.26,200,NA
0.27,2,NA
0.27,4,NA
0.27,6,NA
0.27,8,NA
0.27,10,NA
0.27,12,NA
0.27,14,NA
0.27,16,NA
0.27,18,NA
0.27,20,NA
0.27,22,NA
0.27,24,NA
0.27,26,NA
0.27,28,NA
0.27,30,NA
0.27,32,NA
0.27,34,NA
0.27,36,NA
0.27,38,NA
0.27,40,NA
0.27,42,NA
0.27,44,NA
0.27,46,NA
0.27,48,NA
0.27,50,NA
0.27,52,NA
0.27,54,NA
0.27,56,NA
0.27,58,NA
0.27,60,NA
0.27,62,NA
0.27,64,NA
0.27,66,NA
0.27,68,NA
0.27,70,NA
0.27,72,NA
0.27,74,NA
0.27,76,NA
0.27,78,NA
0.27,80,NA
0.27,82,NA
0.27,84,NA
0.27,86,NA
0.27,88,NA
0.27,90,NA
0.27,92,NA
0.27,94,NA
0.27,96,NA
0.27,98,NA
0.27,100,NA
0.27,102,NA
0.27,104,NA
0.27,106,NA
0.27,108,NA
0.27,110,NA
0.27,112,NA
0.27,114,NA
0.27,116,NA
0.27,118,NA
0.27,120,NA
0.27,122,NA
0.27,124,NA
0.27,126,NA
0.27,128,NA
0.27,130,NA
0.27,132,NA
0.27,134,NA
0.27,136,NA
0.27,138,NA
0.27,140,NA
0.27,142,NA
0.27,144,NA
0.27,146,NA
0.27,148,NA
0.27,150,NA
0.27,152,NA
0.27,154,NA
0.27,156,NA
0.27,158,NA
0.27,160,NA
0.27,162,NA
0.27,164,NA
0.27,166,NA
0.27,168,NA
0.27,170,NA
0.27,172,NA
0.27,174,NA
0.27,176,NA
0.27,178,NA
0.27,180,NA
0.27,182,NA
0.27,184,NA
0.27,186,NA
0.27,188,NA
0.27,190,NA
0.27,192,NA
0.27,194,NA
0.27,196,NA
0.27,198,NA
0.27,200,NA
0.28,2,NA
0.28,4,NA
0.28,6,NA
0.28,8,NA
0.28,10,NA
0.28,12,NA
0.28,14,NA
0.28,16,NA
0.28,18,NA
0.28,20,NA
0.28,22,NA
0.28,24,NA
0.28,26,NA
0.28,28,NA
0.28,30,NA
0.28,32,NA
0.28,34,NA
0.28,36,NA
0.28,38,NA
0.28,40,NA
0.28,42,NA
0.28,44,NA
0.28,46,NA
0.28,48,NA
0.28,50,NA
0.28,52,NA
0.28,54,NA
0.28,56,NA
0.28,58,NA
0.28,60,NA
0.28,62,NA
0.28,64,NA
0.28,66,NA
0.28,68,NA
0.28,70,NA
0.28,72,NA
0.28,74,NA
0.28,76,NA
0.28,78,NA
0.28,80,NA
0.28,82,NA
0.28,84,NA
0.28,86,NA
0.28,88,NA
0.28,90,NA
0.28,92,NA
0.28,94,NA
0.28,96,NA
0.28,98,NA
0.28,100,NA
0.28,102,NA
0.28,104,NA
0.28,106,NA
0.28,108,NA
0.28,110,NA
0.28,112,NA
0.28,114,NA
0.28,116,NA
0.28,118,NA
0.28,120,NA
0.28,122,NA
0.28,124,NA
0.28,126,NA
0.28,128,NA
0.28,130,NA
0.28,132,NA
0.28,134,NA
0.28,136,NA
0.28,138,NA
0.28,140,NA
0.28,142,NA
0.28,144,NA
0.28,146,NA
0.28,148,NA
0.28,150,NA
0.28,152,NA
0.28,154,NA
0.28,156,NA
0.28,158,NA
0.28,160,NA
0.28,162,NA
0.28,164,NA
0.28,166,NA
0.28,168,NA
0.28,170,NA
0.28,172,NA
0.28,174,NA
0.28,176,NA
0.28,178,NA
0.28,180,NA
0.28,182,NA
0.28,184,NA
0.28,186,NA
0.28,188,NA
0.28,190,NA
0.28,192,NA
0.28,194,NA
0.28,196,NA
0.28,198,NA
0.28,200,NA
0.29000000000000004,2,NA
0.29000000000000004,4,NA
0.29000000000000004,6,NA
0.29000000000000004,8,NA
0.29000000000000004,10,NA
0.29000000000000004,12,NA
0.29000000000000004,14,NA
0.29000000000000004,16,NA
0.29000000000000004,18,NA
0.29000000000000004,20,NA
0.29000000000000004,22,NA
0.29000000000000004,24,NA
0.29000000000000004,26,NA
0.29000000000000004,28,NA
0.29000000000000004,30,NA
0.29000000000000004,32,NA
0.29000000000000004,34,NA
0.29000000000000004,36,NA
0.29000000000000004,38,NA
0.29000000000000004,40,NA
0.29000000000000004,42,NA
0.29000000000000004,44,NA
0.29000000000000004,46,NA
0.29000000000000004,48,NA
0.29000000000000004,50,NA
0.29000000000000004,52,NA
0.29000000000000004,54,NA
0.29000000000000004,56,NA
0.29000000000000004,58,NA
0.29000000000000004,60,NA
0.29000000000000004,62,NA
0.29000000000000004,64,NA
0.29000000000000004,66,NA
0.29000000000000004,68,NA
0.29000000000000004,70,NA
0.29000000000000004,72,NA
0.29000000000000004,74,NA
0.29000000000000004,76,NA
0.29000000000000004,78,NA
0.29000000000000004,80,NA
0.29000000000000004,82,NA
0.29000000000000004,84,NA
0.29000000000000004,86,NA
0.29000000000000004,88,NA
0.29000000000000004,90,NA
0.29000000000000004,92,NA
0.29000000000000004,94,NA
0.29000000000000004,96,NA
0.29000000000000004,98,NA
0.29000000000000004,100,NA
0.29000000000000004,102,NA
0.29000000000000004,104,NA
0.29000000000000004,106,NA
0.29000000000000004,108,NA
0.29000000000000004,110,NA
0.29000000000000004,112,NA
0.29000000000000004,114,NA
0.29000000000000004,116,NA
0.29000000000000004,118,NA
0.29000000000000004,120,NA
0.29000000000000004,122,NA
0.29000000000000004,124,NA
0.29000000000000004,126,NA
0.29000000000000004,128,NA
0.29000000000000004,130,NA
0.29000000000000004,132,NA
0.29000000000000004,134,NA
0.29000000000000004,136,NA
0.29000000000000004,138,NA
0.29000000000000004,140,NA
0.29000000000000004,142,NA
0.29000000000000004,144,NA
0.29000000000000004,146,NA
0.29000000000000004,148,NA
0.29000000000000004,150,NA
0.29000000000000004,152,NA
0.29000000000000004,154,NA
0.29000000000000004,156,NA
0.29000000000000004,158,NA
0.29000000000000004,160,NA
0.29000000000000004,162,NA
0.29000000000000004,164,NA
0.29000000000000004,166,NA
0.29000000000000004,168,NA
0.29000000000000004,170,NA
0.29000000000000004,172,NA
0.29000000000000004,174,NA
0.29000000000000004,176,NA
0.29000000000000004,178,NA
0.29000000000000004,180,NA
0.29000000000000004,182,NA
0.29000000000000004,184,NA
0.29000000000000004,186,NA
0.29000000000000004,188,NA
0.29000000000000004,190,NA
0.29000000000000004,192,NA
0.29000000000000004,194,NA
0.29000000000000004,196,NA
0.29000000000000004,198,NA
0.29000000000000004,200,NA
0.3,2,NA
0.3,4,NA
0.3,6,NA
0.3,8,NA
0.3,10,NA
0.3,12,NA
0.3,14,NA
0.3,16,NA
0.3,18,NA
0.3,20,NA
0.3,22,NA
0.3,24,NA
0.3,26,NA
0.3,28,NA
0.3,30,NA
0.3,32,NA
0.3,34,NA
0.3,36,NA
0.3,38,NA
0.3,40,NA
0.3,42,NA
0.3,44,NA
0.3,46,NA
0.3,48,NA
0.3,50,NA
0.3,52,NA
0.3,54,NA
0.3,56,NA
0.3,58,NA
0.3,60,NA
0.3,62,NA
0.3,64,NA
0.3,66,NA
0.3,68,NA
0.3,70,NA
0.3,72,NA
0.3,74,NA
0.3,76,NA
0.3,78,NA
0.3,80,NA
0.3,82,NA
0.3,84,NA
0.3,86,NA
0.3,88,NA
0.3,90,NA
0.3,92,NA
0.3,94,NA
0.3,96,NA
0.3,98,NA
0.3,100,NA
0.3,102,NA
0.3,104,NA
0.3,106,NA
0.3,108,NA
0.3,110,NA
0.3,112,NA
0.3,114,NA
0.3,116,NA
0.3,118,NA
0.3,120,NA
0.3,122,NA
0.3,124,NA
0.3,126,NA
0.3,128,NA
0.3,130,NA
0.3,132,NA
0.3,134,NA
0.3,136,NA
0.3,138,NA
0.3,140,NA
0.3,142,NA
0.3,144,NA
0.3,146,NA
0.3,148,NA
0.3,150,NA
0.3,152,NA
0.3,154,NA
0.3,156,NA
0.3,158,NA
0.3,160,NA
0.3,162,NA
0.3,164,NA
0.3,166,NA
0.3,168,NA
0.3,170,NA
0.3,172,NA
0.3,174,NA
0.3,176,NA
0.3,178,NA
0.3,180,NA
0.3,182,NA
0.3,184,NA
0.3,186,NA
0.3,188,NA
0.3,190,NA
0.3,192,NA
0.3,194,NA
0.3,196,NA
0.3,198,NA
0.3,200,NA
0.31,2,NA
0.31,4,NA
0.31,6,NA
0.31,8,NA
0.31,10,NA
0.31,12,NA
0.31,14,NA
0.31,16,NA
0.31,18,NA
0.31,20,NA
0.31,22,NA
0.31,24,NA
0.31,26,NA
0.31,28,NA
0.31,30,NA
0.31,32,NA
0.31,34,NA
0.31,36,NA
0.31,38,NA
0.31,40,NA
0.31,42,NA
0.31,44,NA
0.31,46,NA
0.31,48,NA
0.31,50,NA
0.31,52,NA
0.31,54,NA
0.31,56,NA
0.31,58,NA
0.31,60,NA
0.31,62,NA
0.31,64,NA
0.31,66,NA
0.31,68,NA
0.31,70,NA
0.31,72,NA
0.31,74,NA
0.31,76,NA
0.31,78,NA
0.31,80,NA
0.31,82,NA
0.31,84,NA
0.31,86,NA
0.31,88,NA
0.31,90,NA
0.31,92,NA
0.31,94,NA
0.31,96,NA
0.31,98,NA
0.31,100,NA
0.31,102,NA
0.31,104,NA
0.31,106,NA
0.31,108,NA
0.31,110,NA
0.31,112,NA
0.31,114,NA
0.31,116,NA
0.31,118,NA
0.31,120,NA
0.31,122,NA
0.31,124,NA
0.31,126,NA
0.31,128,NA
0.31,130,NA
0.31,132,NA
0.31,134,NA
0.31,136,NA
0.31,138,NA
0.31,140,NA
0.31,142,NA
0.31,144,NA
0.31,146,NA
0.31,148,NA
0.31,150,NA
0.31,152,NA
0.31,154,NA
0.31,156,NA
0.31,158,NA
0.31,160,NA
0.31,162,NA
0.31,164,NA
0.31,166,NA
0.31,168,NA
0.31,170,NA
0.31,172,NA
0.31,174,NA
0.31,176,NA
0.31,178,NA
0.31,180,NA
0.31,182,NA
0.31,184,NA
0.31,186,NA
0.31,188,NA
0.31,190,NA
0.31,192,NA
0.31,194,NA
0.31,196,NA
0.31,198,NA
0.31,200,NA
0.32,2,NA
0.32,4,NA
0.32,6,NA
0.32,8,NA
0.32,10,NA
0.32,12,NA
0.32,14,NA
0.32,16,NA
0.32,18,NA
0.32,20,NA
0.32,22,NA
0.32,24,NA
0.32,26,NA
0.32,28,NA
0.32,30,NA
0.32,32,NA
0.32,34,NA
0.32,36,NA
0.32,38,NA
0.32,40,NA
0.32,42,NA
0.32,44,NA
0.32,46,NA
0.32,48,NA
0.32,50,NA
0.32,52,NA
0.32,54,NA
0.32,56,NA
0.32,58,NA
0.32,60,NA
0.32,62,NA
0.32,64,NA
0.32,66,NA
0.32,68,NA
0.32,70,NA
0.32,72,NA
0.32,74,NA
0.32,76,NA
0.32,78,NA
0.32,80,NA
0.32,82,NA
0.32,84,NA
0.32,86,NA
0.32,88,NA
0.32,90,NA
0.32,92,NA
0.32,94,NA
0.32,96,NA
0.32,98,NA
0.32,100,NA
0.32,102,NA
0.32,104,NA
0.32,106,NA
0.32,108,NA
0.32,110,NA
0.32,112,NA
0.32,114,NA
0.32,116,NA
0.32,118,NA
0.32,120,NA
0.32,122,NA
0.32,124,NA
0.32,126,NA
0.32,128,NA
0.32,130,NA
0.32,132,NA
0.32,134,NA
0.32,136,NA
0.32,138,NA
0.32,140,NA
0.32,142,NA
0.32,144,NA
0.32,146,NA
0.32,148,NA
0.32,150,NA
0.32,152,NA
0.32,154,NA
0.32,156,NA
0.32,158,NA
0.32,160,NA
0.32,162,NA
0.32,164,NA
0.32,166,NA
0.32,168,NA
0.32,170,NA
0.32,172,NA
0.32,174,NA
0.32,176,NA
0.32,178,NA
0.32,180,NA
0.32,182,NA
0.32,184,NA
0.32,186,NA
0.32,188,NA
0.32,190,NA
0.32,192,NA
0.32,194,NA
0.32,196,NA
0.32,198,NA
0.32,200,NA
0.33,2,NA
0.33,4,NA
0.33,6,NA
0.33,8,NA
0.33,10,NA
0.33,12,NA
0.33,14,NA
0.33,16,NA
0.33,18,NA
0.33,20,NA
0.33,22,NA
0.33,24,NA
0.33,26,NA
0.33,28,NA
0.33,30,NA
0.33,32,NA
0.33,34,NA
0.33,36,NA
0.33,38,NA
0.33,40,NA
0.33,42,NA
0.33,44,NA
0.33,46,NA
0.33,48,NA
0.33,50,NA
0.33,52,NA
0.33,54,NA
0.33,56,NA
0.33,58,NA
0.33,60,NA
0.33,62,NA
0.33,64,NA
0.33,66,NA
0.33,68,NA
0.33,70,NA
0.33,72,NA
0.33,74,NA
0.33,76,NA
0.33,78,NA
0.33,80,NA
0.33,82,NA
0.33,84,NA
0.33,86,NA
0.33,88,NA
0.33,90,NA
0.33,92,NA
0.33,94,NA
0.33,96,NA
0.33,98,NA
0.33,100,NA
0.33,102,NA
0.33,104,NA
0.33,106,NA
0.33,108,NA
0.33,110,NA
0.33,112,NA
0.33,114,NA
0.33,116,NA
0.33,118,NA
0.33,120,NA
0.33,122,NA
0.33,124,NA
0.33,126,NA
0.33,128,NA
0.33,130,NA
0.33,132,NA
0.33,134,NA
0.33,136,NA
0.33,138,NA
0.33,140,NA
0.33,142,NA
0.33,144,NA
0.33,146,NA
0.33,148,NA
0.33,150,NA
0.33,152,NA
0.33,154,NA
0.33,156,NA
0.33,158,NA
0.33,160,NA
0.33,162,NA
0.33,164,NA
0.33,166,NA
0.33,168,NA
0.33,170,NA
0.33,172,NA
0.33,174,NA
0.33,176,NA
0.33,178,NA
0.33,180,NA
0.33,182,NA
0.33,184,NA
0.33,186,NA
0.33,188,NA
0.33,190,NA
0.33,192,NA
0.33,194,NA
0.33,196,NA
0.33,198,NA
0.33,200,NA
0.34,2,NA
0.34,4,NA
0.34,6,NA
0.34,8,NA
0.34,10,NA
0.34,12,NA
0.34,14,NA
0.34,16,NA
0.34,18,NA
0.34,20,NA
0.34,22,NA
0.34,24,NA
0.34,26,NA
0.34,28,NA
0.34,30,NA
0.34,32,NA
0.34,34,NA
0.34,36,NA
0.34,38,NA
0.34,40,NA
0.34,42,NA
0.34,44,NA
0.34,46,NA
0.34,48,NA
0.34,50,NA
0.34,52,NA
0.34,54,NA
0.34,56,NA
0.34,58,NA
0.34,60,NA
0.34,62,NA
0.34,64,NA
0.34,66,NA
0.34,68,NA
0.34,70,NA
0.34,72,NA
0.34,74,NA
0.34,76,NA
0.34,78,NA
0.34,80,NA
0.34,82,NA
0.34,84,NA
0.34,86,NA
0.34,88,NA
0.34,90,NA
0.34,92,NA
0.34,94,NA
0.34,96,NA
0.34,98,NA
0.34,100,NA
0.34,102,NA
0.34,104,NA
0.34,106,NA
0.34,108,NA
0.34,110,NA
0.34,112,NA
0.34,114,NA
0.34,116,NA
0.34,118,NA
0.34,120,NA
0.34,122,NA
0.34,124,NA
0.34,126,NA
0.34,128,NA
0.34,130,NA
0.34,132,NA
0.34,134,NA
0.34,136,NA
0.34,138,NA
0.34,140,NA
0.34,142,NA
0.34,144,NA
0.34,146,NA
0.34,148,NA
0.34,150,NA
0.34,152,NA
0.34,154,NA
0.34,156,NA
0.34,158,NA
0.34,160,NA
0.34,162,NA
0.34,164,NA
0.34,166,NA
0.34,168,NA
0.34,170,NA
0.34,172,NA
0.34,174,NA
0.34,176,NA
0.34,178,NA
0.34,180,NA
0.34,182,NA
0.34,184,NA
0.34,186,NA
0.34,188,NA
0.34,190,NA
0.34,192,NA
0.34,194,NA
0.34,196,NA
0.34,198,NA
0.34,200,NA
0.35000000000000003,2,NA
0.35000000000000003,4,NA
0.35000000000000003,6,NA
0.35000000000000003,8,NA
0.35000000000000003,10,NA
0.35000000000000003,12,NA
0.35000000000000003,14,NA
0.35000000000000003,16,NA
0.35000000000000003,18,NA
0.35000000000000003,20,NA
0.35000000000000003,22,NA
0.35000000000000003,24,NA
0.35000000000000003,26,NA
0.35000000000000003,28,NA
0.35000000000000003,30,NA
0.35000000000000003,32,NA
0.35000000000000003,34,NA
0.35000000000000003,36,NA
0.35000000000000003,38,NA
0.35000000000000003,40,NA
0.35000000000000003,42,NA
0.35000000000000003,44,NA
0.35000000000000003,46,NA
0.35000000000000003,48,NA
0.35000000000000003,50,NA
0.35000000000000003,52,NA
0.35000000000000003,54,NA
0.35000000000000003,56,NA
0.35000000000000003,58,NA
0.35000000000000003,60,NA
0.35000000000000003,62,NA
0.35000000000000003,64,NA
0.35000000000000003,66,NA
0.35000000000000003,68,NA
0.35000000000000003,70,NA
0.35000000000000003,72,NA
0.35000000000000003,74,NA
0.35000000000000003,76,NA
0.35000000000000003,78,NA
0.35000000000000003,80,NA
0.35000000000000003,82,NA
0.35000000000000003,84,NA
0.35000000000000003,86,NA
0.35000000000000003,88,NA
0.35000000000000003,90,NA
0.35000000000000003,92,NA
0.35000000000000003,94,NA
0.35000000000000003,96,NA
0.35000000000000003,98,NA
0.35000000000000003,100,NA
0.35000000000000003,102,NA
0.35000000000000003,104,NA
0.35000000000000003,106,NA
0.35000000000000003,108,NA
0.35000000000000003,110,NA
0.35000000000000003,112,NA
0.35000000000000003,114,NA
0.35000000000000003,116,NA
0.35000000000000003,118,NA
0.35000000000000003,120,NA
0.35000000000000003,122,NA
0.35000000000000003,124,NA
0.35000000000000003,126,NA
0.35000000000000003,128,NA
0.35000000000000003,130,NA
0.35000000000000003,132,NA
0.35000000000000003,134,NA
0.35000000000000003,136,NA
0.35000000000000003,138,NA
0.35000000000000003,140,NA
0.35000000000000003,142,NA
0.35000000000000003,144,NA
0.35000000000000003,146,NA
0.35000000000000003,148,NA
0.35000000000000003,150,NA
0.35000000000000003,152,NA
0.35000000000000003,154,NA
0.35000000000000003,156,NA
0.35000000000000003,158,NA
0.35000000000000003,160,NA
0.35000000000000003,162,NA
0.35000000000000003,164,NA
0.35000000000000003,166,NA
0.35000000000000003,168,NA
0.35000000000000003,170,NA
0.35000000000000003,172,NA
0.35000000000000003,174,NA
0.35000000000000003,176,NA
0.35000000000000003,178,NA
0.35000000000000003,180,NA
0.35000000000000003,182,NA
0.35000000000000003,184,NA
0.35000000000000003,186,NA
0.35000000000000003,188,NA
0.35000000000000003,190,NA
0.35000000000000003,192,NA
0.35000000000000003,194,NA
0.35000000000000003,196,NA
0.35000000000000003,198,NA
0.35000000000000003,200,NA
0.36000000000000004,2,NA
0.36000000000000004,4,NA
0.36000000000000004,6,NA
0.36000000000000004,8,NA
0.36000000000000004,10,NA
0.36000000000000004,12,NA
0.36000000000000004,14,NA
0.36000000000000004,16,NA
0.36000000000000004,18,NA
0.36000000000000004,20,NA
0.36000000000000004,22,NA
0.36000000000000004,24,NA
0.36000000000000004,26,NA
0.36000000000000004,28,NA
0.36000000000000004,30,NA
0.36000000000000004,32,NA
0.36000000000000004,34,NA
0.36000000000000004,36,NA
0.36000000000000004,38,NA
0.36000000000000004,40,NA
0.36000000000000004,42,NA
0.36000000000000004,44,NA
0.36000000000000004,46,NA
0.36000000000000004,48,NA
0.36000000000000004,50,NA
0.36000000000000004,52,NA
0.36000000000000004,54,NA
0.36000000000000004,56,NA
0.36000000000000004,58,NA
0.36000000000000004,60,NA
0.36000000000000004,62,NA
0.36000000000000004,64,NA
0.36000000000000004,66,NA
0.36000000000000004,68,NA
0.36000000000000004,70,NA
0.36000000000000004,72,NA
0.36000000000000004,74,NA
0.36000000000000004,76,NA
0.36000000000000004,78,NA
